CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
19643371995877	Los Angeles	Burbank Unified	Magnolia Park	3	0	0	0	0	0	0	0	0	3	1617
19643371996099	Los Angeles	Burbank Unified	Options for Youth-Burbank Charter	78	5	3	0	0	10	59	0	13	168	1617
19643371996230	Los Angeles	Burbank Unified	Burbank USD Community Day	0	0	0	0	0	1	0	0	0	1	1617
19643520000001	Los Angeles	Centinela Valley Union High	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
19643520118521	Los Angeles	Centinela Valley Union High	Centinela Valley Independent Study	16	0	0	1	0	0	0	0	0	17	1617
19643520128488	Los Angeles	Centinela Valley Union High	Family First Charter	44	0	0	1	0	17	7	0	11	80	1617
19643520128496	Los Angeles	Centinela Valley Union High	New Opportunities Charter	29	0	0	0	0	10	3	1	9	52	1617
19643521930239	Los Angeles	Centinela Valley Union High	R. K. Lloyde High	67	0	0	1	1	16	1	2	0	88	1617
19643521933951	Los Angeles	Centinela Valley Union High	Hawthorne High	284	0	4	0	4	53	6	14	0	365	1617
19643521934926	Los Angeles	Centinela Valley Union High	Lawndale High	319	0	14	5	5	88	9	16	0	456	1617
19643521935048	Los Angeles	Centinela Valley Union High	Leuzinger High	315	1	31	9	10	98	7	13	0	484	1617
19643780000001	Los Angeles	Charter Oak Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
19643781930312	Los Angeles	Charter Oak Unified	Arrow High (Continuation)	21	0	1	0	1	0	7	0	0	30	1617
19643781931666	Los Angeles	Charter Oak Unified	Charter Oak High	220	4	15	0	12	18	108	6	0	383	1617
19643781995885	Los Angeles	Charter Oak Unified	Oak Knoll Alternative	6	0	0	0	0	0	5	0	0	11	1617
19643941931807	Los Angeles	Claremont Unified	San Antonio High (Continuation)	7	0	0	0	0	2	5	1	0	15	1617
19643941931823	Los Angeles	Claremont Unified	Claremont High	223	0	65	1	9	37	203	22	20	580	1617
19644361931617	Los Angeles	Covina-Valley Unified	Fairvalley High (Continuation)	44	0	0	0	1	4	6	0	0	55	1617
19644361932086	Los Angeles	Covina-Valley Unified	Covina High	244	1	25	0	11	8	29	1	7	326	1617
19644361936418	Los Angeles	Covina-Valley Unified	Northview High	228	2	10	3	10	14	31	2	19	319	1617
19644361938372	Los Angeles	Covina-Valley Unified	South Hills High	236	1	34	0	8	11	69	1	27	387	1617
19644440000001	Los Angeles	Culver City Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	1	0	0	2	1617
19644440128322	Los Angeles	Culver City Unified	Culver City Unified School District iAcademy	2	0	0	0	0	0	1	1	0	4	1617
19644441932201	Los Angeles	Culver City Unified	Culver City High	202	1	56	2	9	102	110	9	0	491	1617
19644441932656	Los Angeles	Culver City Unified	Culver Park High	13	0	0	0	0	3	7	0	0	23	1617
19644510000001	Los Angeles	Downey Unified	Nonpublic, Nonsectarian Schools	3	0	0	0	0	1	1	0	0	5	1617
19644511931625	Los Angeles	Downey Unified	Columbus Continuation	160	2	0	1	1	4	14	1	0	183	1617
19644511932441	Los Angeles	Downey Unified	Downey High	878	2	22	4	12	27	59	5	0	1009	1617
19644511939164	Los Angeles	Downey Unified	Warren High	792	3	8	4	10	22	43	3	0	885	1617
19644690128736	Los Angeles	Duarte Unified	Opportunities for Learning - Duarte	38	0	1	0	2	1	7	5	13	67	1617
19644691932482	Los Angeles	Duarte Unified	Duarte High	150	2	4	0	20	11	23	2	11	223	1617
19644691936079	Los Angeles	Duarte Unified	Mt. Olive Innovation and Technology High	21	0	0	0	0	1	6	0	0	28	1617
19645190000001	Los Angeles	El Monte Union High	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	1	0	2	1617
19645191930320	Los Angeles	El Monte Union High	Arroyo High	284	0	147	0	9	4	17	1	0	462	1617
19645191932664	Los Angeles	El Monte Union High	El Monte High	306	0	62	0	1	1	2	0	0	372	1617
19645191932680	Los Angeles	El Monte Union High	Mountain View High	279	0	10	0	1	1	0	2	0	293	1617
19645191937481	Los Angeles	El Monte Union High	Rosemead High	147	0	197	0	3	3	8	3	0	361	1617
19645191938919	Los Angeles	El Monte Union High	Fernando R. Ledesma Continuation High	79	0	0	0	0	0	1	1	0	81	1617
19645191995661	Los Angeles	El Monte Union High	South El Monte High	288	0	11	0	1	0	2	1	0	303	1617
19645191996123	Los Angeles	El Monte Union High	El Monte Union High School Community Day	11	0	0	0	0	1	0	1	0	13	1617
19645270000000	Los Angeles	El Rancho Unified	District Office	7	0	0	0	0	0	0	0	0	7	1617
19645271932698	Los Angeles	El Rancho Unified	Ruben Salazar Continuation	106	1	0	0	0	1	0	0	0	108	1617
19645271932706	Los Angeles	El Rancho Unified	El Rancho High	512	0	0	0	3	1	5	0	0	521	1617
19645351930353	Los Angeles	El Segundo Unified	Arena High (Continuation)	6	1	1	0	0	0	13	8	0	29	1617
19645351932763	Los Angeles	El Segundo Unified	El Segundo High	69	0	21	2	10	14	136	26	0	278	1617
19645680000001	Los Angeles	Glendale Unified	Nonpublic, Nonsectarian Schools	2	0	1	0	0	0	4	0	0	7	1617
19645681932144	Los Angeles	Glendale Unified	Crescenta Valley High	98	2	164	1	26	7	341	3	0	642	1617
19645681933472	Los Angeles	Glendale Unified	Daily (Allan F.) High (Continuation)	34	0	1	0	8	0	42	1	0	86	1617
19645681933530	Los Angeles	Glendale Unified	Glendale High	182	0	15	1	61	7	256	3	0	525	1617
19645681934082	Los Angeles	Glendale Unified	Herbert Hoover High	92	0	21	0	27	7	188	4	0	339	1617
19645681995497	Los Angeles	Glendale Unified	Verdugo Academy	6	0	3	0	1	2	12	0	0	24	1617
19645681996131	Los Angeles	Glendale Unified	Anderson W. Clark Magnet High	22	0	13	0	12	0	189	2	0	238	1617
19645761933597	Los Angeles	Glendora Unified	Glendora High	221	1	47	1	18	10	281	21	0	600	1617
19645761939677	Los Angeles	Glendora Unified	Whitcomb Continuation High	12	0	1	1	0	0	12	1	0	27	1617
19645841996305	Los Angeles	Gorman Joint	Gorman Learning Center	69	0	8	1	1	6	129	12	8	234	1617
19645920100354	Los Angeles	Hawthorne	Hawthorne Math and Science Academy	96	0	6	0	5	11	8	2	0	128	1617
19646340000001	Los Angeles	Inglewood Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	2	0	0	0	2	1617
19646341934231	Los Angeles	Inglewood Unified	Inglewood High	154	2	0	1	2	67	0	1	2	229	1617
19646341936046	Los Angeles	Inglewood Unified	Morningside High School	126	2	2	1	1	50	2	0	1	185	1617
19646341996529	Los Angeles	Inglewood Unified	City Honors College Preparatory Academy	24	0	0	0	0	31	0	0	0	55	1617
19646341996586	Los Angeles	Inglewood Unified	Animo Inglewood Charter High	113	0	0	0	0	17	0	2	0	132	1617
19646590000001	Los Angeles	La Canada Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	2	0	0	2	1617
19646591934611	Los Angeles	La Canada Unified	La Canada High	32	1	88	0	1	5	185	19	0	331	1617
19646831930080	Los Angeles	Las Virgenes Unified	Agoura High	40	1	38	0	2	7	381	20	2	491	1617
19646831931260	Los Angeles	Las Virgenes Unified	Indian Hills Continuation High	1	0	0	0	0	0	2	0	0	3	1617
19646831931781	Los Angeles	Las Virgenes Unified	Calabasas High	28	1	26	4	5	12	339	5	2	422	1617
19646911996438	Los Angeles	Lawndale Elementary	Environmental Charter High	79	0	6	0	1	13	2	1	1	103	1617
19647090100602	Los Angeles	Lennox	Lennox Mathematics, Science and Technology Academy	126	0	0	1	0	1	0	0	0	128	1617
19647091996313	Los Angeles	Lennox	Animo Leadership High	135	0	0	0	0	3	0	0	0	138	1617
19647250000000	Los Angeles	Long Beach Unified	District Office	0	0	0	0	0	1	1	0	0	2	1617
19647250000001	Los Angeles	Long Beach Unified	Nonpublic, Nonsectarian Schools	2	0	0	0	0	0	0	0	0	2	1617
19647250101741	Los Angeles	Long Beach Unified	Select Community Day (Secondary)	1	0	0	0	0	0	1	0	1	3	1617
19647250125153	Los Angeles	Long Beach Unified	Beach High-Intensive Learning Program	11	0	0	0	0	4	2	1	1	19	1617
19647250127381	Los Angeles	Long Beach Unified	Ernest S. McBride, Sr. High	72	1	9	2	9	14	49	7	5	168	1617
19647250131938	Los Angeles	Long Beach Unified	Clear Passage Educational Center	1	0	0	0	0	0	0	0	0	1	1617
19647251930411	Los Angeles	Long Beach Unified	Avalon K-12	33	0	0	0	0	0	17	0	0	50	1617
19647251934470	Los Angeles	Long Beach Unified	Jordan High	472	1	29	20	12	143	11	3	3	694	1617
19647251934678	Los Angeles	Long Beach Unified	Lakewood High	334	2	66	13	49	137	139	9	17	766	1617
19647251935758	Los Angeles	Long Beach Unified	Millikan High	467	2	15	10	30	68	186	6	8	792	1617
19647251936947	Los Angeles	Long Beach Unified	Polytechnic High	355	0	167	27	69	205	114	12	7	956	1617
19647251937176	Los Angeles	Long Beach Unified	Reid High	70	1	1	4	3	15	1	0	2	97	1617
19647251939875	Los Angeles	Long Beach Unified	Wilson High	444	1	56	10	15	82	178	8	18	812	1617
19647251995539	Los Angeles	Long Beach Unified	California Academy of Mathematics and Science	63	0	29	3	28	30	16	5	0	174	1617
19647251995570	Los Angeles	Long Beach Unified	Educational Partnership High	248	3	24	4	14	63	37	3	6	402	1617
19647251995935	Los Angeles	Long Beach Unified	Cabrillo High	355	1	17	11	71	72	11	2	1	541	1617
19647251996503	Los Angeles	Long Beach Unified	Renaissance High School for the Arts	39	0	4	0	2	35	18	1	0	99	1617
19647330000001	Los Angeles	Los Angeles Unified	Nonpublic, Nonsectarian Schools	18	0	2	2	2	8	25	0	1	58	1617
19647330100677	Los Angeles	Los Angeles Unified	High Tech LA	33	3	6	0	3	0	36	1	1	83	1617
19647330100750	Los Angeles	Los Angeles Unified	Wallis Annenberg High	78	0	0	0	1	4	0	0	0	83	1617
19647330100776	Los Angeles	Los Angeles Unified	North Valley Military Institute College Preparator	22	0	0	0	0	0	0	1	0	23	1617
19647330100800	Los Angeles	Los Angeles Unified	Central City Value	109	0	0	0	1	1	0	0	0	111	1617
19647330101196	Los Angeles	Los Angeles Unified	ICEF View Park Preparatory Charter High	8	0	2	1	0	143	0	0	0	154	1617
19647330101329	Los Angeles	Los Angeles Unified	William J. Johnston Community Day	28	0	0	1	0	9	2	1	0	41	1617
19647330101659	Los Angeles	Los Angeles Unified	Crenshaw Arts-Technology Charter High	3	0	0	0	1	40	1	0	0	45	1617
19647330101675	Los Angeles	Los Angeles Unified	Oscar De La Hoya Animo Charter High	131	0	0	0	0	0	0	0	0	131	1617
19647330101683	Los Angeles	Los Angeles Unified	Renaissance Arts Academy	20	0	2	0	1	2	5	0	0	30	1617
19647330102137	Los Angeles	Los Angeles Unified	Aggeler Community Day	12	0	0	0	0	9	1	0	0	22	1617
19647330102434	Los Angeles	Los Angeles Unified	Animo South Los Angeles Charter	81	0	0	0	0	30	0	1	0	112	1617
19647330102541	Los Angeles	Los Angeles Unified	New Designs Charter	65	0	0	0	0	14	0	0	2	81	1617
19647330102764	Los Angeles	Los Angeles Unified	Richard A. Alonzo Community Day	20	0	1	0	0	1	3	0	0	25	1617
19647330102913	Los Angeles	Los Angeles Unified	Middle College High	67	0	0	0	1	28	1	0	0	97	1617
19647330102921	Los Angeles	Los Angeles Unified	Harbor Teacher Preparation Academy	60	0	6	3	20	15	7	1	1	113	1617
19647330106351	Los Angeles	Los Angeles Unified	Ivy Academia	15	0	5	0	1	1	15	0	0	37	1617
19647330106435	Los Angeles	Los Angeles Unified	Camino Nuevo Charter High	64	0	0	0	1	0	0	0	0	65	1617
19647330106831	Los Angeles	Los Angeles Unified	Animo Venice Charter High	99	0	0	0	0	2	1	0	0	102	1617
19647330106849	Los Angeles	Los Angeles Unified	Animo Pat Brown	130	0	0	0	0	2	0	0	0	132	1617
19647330106864	Los Angeles	Los Angeles Unified	Alliance Gertz-Ressler Richard Merkin 6-12 Complex	113	0	1	0	0	2	0	0	0	116	1617
19647330106997	Los Angeles	Los Angeles Unified	Orthopaedic Hospital	178	0	1	0	2	5	3	0	0	189	1617
19647330107003	Los Angeles	Los Angeles Unified	Northridge Academy High	159	0	5	0	12	8	50	3	0	237	1617
19647330107011	Los Angeles	Los Angeles Unified	International Studies Learning Center at Legacy Hi	103	0	0	0	0	1	0	0	0	104	1617
19647330107755	Los Angeles	Los Angeles Unified	Port of Los Angeles High	174	0	3	2	10	14	23	8	0	234	1617
19647330108878	Los Angeles	Los Angeles Unified	CHAMPS - Charter HS of Arts-Multimedia & Performin	72	0	7	1	1	18	80	18	0	197	1617
19647330108894	Los Angeles	Los Angeles Unified	Alliance Judy Ivie Burton Technology Academy High	128	0	0	0	0	5	0	0	0	133	1617
19647330108928	Los Angeles	Los Angeles Unified	Larchmont Charter	12	0	11	0	1	9	11	1	0	45	1617
19647330108936	Los Angeles	Los Angeles Unified	Alliance Collins Family College-Ready High	138	0	1	0	0	1	0	0	0	140	1617
19647330109447	Los Angeles	Los Angeles Unified	Santee Education Complex	285	0	0	0	0	20	3	0	0	308	1617
19647330109454	Los Angeles	Los Angeles Unified	South East High	389	1	0	0	0	3	2	0	0	395	1617
19647330109462	Los Angeles	Los Angeles Unified	Maywood Academy High	283	0	0	0	0	0	1	0	0	284	1617
19647330109512	Los Angeles	Los Angeles Unified	Cal Burke High	75	0	0	0	0	2	4	0	0	81	1617
19647330110304	Los Angeles	Los Angeles Unified	Los Angeles Academy of Arts & Enterprise Charter	43	0	0	0	1	0	0	0	0	44	1617
19647330110668	Los Angeles	Los Angeles Unified	Frida Kahlo High	18	0	0	0	0	1	0	0	0	19	1617
19647330111484	Los Angeles	Los Angeles Unified	New Village Girls Academy	26	0	0	0	1	2	0	1	0	30	1617
19647330111492	Los Angeles	Los Angeles Unified	Alliance Patti And Peter Neuwirth Leadership Acade	127	0	0	0	0	4	2	0	0	133	1617
19647330111500	Los Angeles	Los Angeles Unified	Alliance Dr. Olga Mohan High	103	0	0	0	0	1	0	0	0	104	1617
19647330111575	Los Angeles	Los Angeles Unified	Animo Ralph Bunche Charter High	128	1	0	0	0	0	0	0	0	129	1617
19647330111583	Los Angeles	Los Angeles Unified	Animo Jackie Robinson High	122	0	0	0	0	11	0	0	0	133	1617
19647330111625	Los Angeles	Los Angeles Unified	Animo Watts College Preparatory Academy	83	1	1	0	1	8	0	0	0	94	1617
19647330111641	Los Angeles	Los Angeles Unified	Alliance Ouchi-O'Donovan 6-12 Complex	114	1	0	0	0	8	0	0	0	123	1617
19647330111658	Los Angeles	Los Angeles Unified	Alliance Marc & Eva Stern Math and Science	137	3	2	0	2	2	1	0	0	147	1617
19647330112029	Los Angeles	Los Angeles Unified	School of Business and Tourism at Contreras Learni	77	0	2	1	2	0	0	0	0	82	1617
19647330112037	Los Angeles	Los Angeles Unified	East Valley Senior High	120	1	1	0	0	10	4	0	0	136	1617
19647330112045	Los Angeles	Los Angeles Unified	Arleta High	284	0	3	2	4	5	5	0	0	303	1617
19647330112052	Los Angeles	Los Angeles Unified	Panorama High	180	0	0	0	9	7	2	0	0	198	1617
19647330112508	Los Angeles	Los Angeles Unified	Bright Star Secondary Charter Academy	94	0	2	0	0	11	1	0	0	108	1617
19647330112870	Los Angeles	Los Angeles Unified	Contreras Learning Center-Los Angeles School of Gl	60	0	0	0	1	2	0	0	0	63	1617
19647330114850	Los Angeles	Los Angeles Unified	West Adams Preparatory High	232	1	3	0	0	15	1	0	0	252	1617
19647330115030	Los Angeles	Los Angeles Unified	Magnolia Science Academy 3	26	0	1	0	0	10	1	0	0	38	1617
19647330115212	Los Angeles	Los Angeles Unified	Magnolia Science Academy 2	17	0	4	0	3	1	8	1	0	34	1617
19647330115253	Los Angeles	Los Angeles Unified	Discovery Charter Preparatory School #2	70	0	0	0	0	0	0	0	0	70	1617
19647330116509	Los Angeles	Los Angeles Unified	Alliance Morgan McKinzie High	51	1	0	0	0	0	0	0	0	52	1617
19647330116954	Los Angeles	Los Angeles Unified	Jack London Community Day	10	0	0	0	0	0	1	0	0	11	1617
19647330117051	Los Angeles	Los Angeles Unified	Edward R. Roybal Learning Center	211	0	14	0	8	4	1	0	0	238	1617
19647330117069	Los Angeles	Los Angeles Unified	Helen Bernstein High	83	0	4	1	4	7	7	0	0	106	1617
19647330117077	Los Angeles	Los Angeles Unified	APEX Academy	52	0	1	0	0	0	0	1	0	54	1617
19647330117598	Los Angeles	Los Angeles Unified	Alliance Piera Barbaglia Shaheen Health Services A	83	0	0	0	0	9	1	0	0	93	1617
19647330117606	Los Angeles	Los Angeles Unified	Alliance Leichtman-Levine Family Foundation Enviro	119	0	6	0	3	1	4	0	0	133	1617
19647330117622	Los Angeles	Los Angeles Unified	Magnolia Science Academy 4	17	0	0	1	0	5	4	0	0	27	1617
19647330117721	Los Angeles	Los Angeles Unified	Contreras Learning Center-Academic Leadership Comm	68	0	0	0	1	0	1	1	0	71	1617
19647330117747	Los Angeles	Los Angeles Unified	Los Angeles High School of the Arts	65	0	11	0	6	2	2	0	0	86	1617
19647330117762	Los Angeles	Los Angeles Unified	School for the Visual Arts and Humanities	65	0	9	1	1	1	1	0	0	78	1617
19647330117911	Los Angeles	Los Angeles Unified	New Millennium Secondary	4	0	0	1	0	30	0	0	0	35	1617
19647330118588	Los Angeles	Los Angeles Unified	Alain Leroy Locke College Preparatory Academy	205	0	0	0	0	39	0	2	0	246	1617
19647330119651	Los Angeles	Los Angeles Unified	Sun Valley High	82	0	1	0	0	0	1	0	0	84	1617
19647330119685	Los Angeles	Los Angeles Unified	New Open World Academy K-12	67	0	7	0	1	3	1	0	0	79	1617
19647330119693	Los Angeles	Los Angeles Unified	UCLA Community K-12	60	1	15	0	6	1	0	0	0	83	1617
19647330119727	Los Angeles	Los Angeles Unified	Ramon C. Cortines School of Visual and Performing	253	1	21	1	15	22	37	3	0	353	1617
19647330119966	Los Angeles	Los Angeles Unified	Felicitas and Gonzalo Mendez High	133	2	0	0	0	1	1	0	0	137	1617
19647330120071	Los Angeles	Los Angeles Unified	New Designs Charter School-Watts	20	0	0	0	0	8	0	0	0	28	1617
19647330120360	Los Angeles	Los Angeles Unified	Daniel Pearl Journalism & Communications Magnet	50	1	3	0	7	5	21	1	0	88	1617
19647330120808	Los Angeles	Los Angeles Unified	Dorothy V. Johnson Community Day	10	0	0	0	0	1	0	0	0	11	1617
19647330121095	Los Angeles	Los Angeles Unified	Ambassador-Global Leadership	44	0	21	0	3	3	0	1	0	72	1617
19647330121285	Los Angeles	Los Angeles Unified	Alliance Cindy and Bill Simon Technology Academy H	99	0	0	0	0	10	0	0	0	109	1617
19647330121293	Los Angeles	Los Angeles Unified	Alliance Tennenbaum Family Technology High	73	1	3	0	4	0	1	0	0	82	1617
19647330122275	Los Angeles	Los Angeles Unified	Environmental and Social Policy Magnet	44	1	3	0	0	0	0	0	0	48	1617
19647330122333	Los Angeles	Los Angeles Unified	Math, Science, & Technology Magnet Academy at Roos	100	0	2	0	0	0	0	0	0	102	1617
19647330122341	Los Angeles	Los Angeles Unified	Esteban Torres East LA Performing Arts Magnet	127	0	0	0	0	2	2	0	0	131	1617
19647330122358	Los Angeles	Los Angeles Unified	Humanitas Academy of Art and Technology at Esteban	78	0	0	0	0	0	0	0	0	78	1617
19647330122366	Los Angeles	Los Angeles Unified	Social Justice Leadership Academy at Esteban E. To	71	0	0	0	0	0	0	0	0	71	1617
19647330122374	Los Angeles	Los Angeles Unified	East Los Angeles Renaissance Academy at Esteban E.	80	0	0	0	0	1	1	0	0	82	1617
19647330122382	Los Angeles	Los Angeles Unified	Engineering and Technology Academy at Esteban E. T	83	0	0	0	1	0	0	0	0	84	1617
19647330122606	Los Angeles	Los Angeles Unified	PUC Lakeview Charter High	37	0	2	0	1	1	1	0	1	43	1617
19647330123133	Los Angeles	Los Angeles Unified	Alliance Susan and Eric Smidt Technology High	110	4	1	0	0	3	1	0	0	119	1617
19647330123141	Los Angeles	Los Angeles Unified	Alliance Ted K. Tajima High	48	0	1	0	2	0	0	0	0	51	1617
19647330124362	Los Angeles	Los Angeles Unified	Valley Academy of Arts and Sciences	139	1	9	1	18	8	57	3	0	236	1617
19647330124370	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academy - Arts/Theatre/En	96	2	0	0	0	9	0	0	0	107	1617
19647330124388	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Social Justice	120	0	0	0	0	2	5	0	0	127	1617
19647330124396	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Academy of Scie	104	0	1	0	1	1	2	0	0	109	1617
19647330124404	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Technology Prep	62	0	0	0	0	1	1	0	0	64	1617
19647330124412	Los Angeles	Los Angeles Unified	Los Angeles River at Sonia Sotomayor Learning Acad	61	0	0	0	0	1	0	0	0	62	1617
19647330124420	Los Angeles	Los Angeles Unified	School of History and Dramatic Arts at Sonia Sotom	71	0	1	0	2	1	2	0	0	77	1617
19647330124479	Los Angeles	Los Angeles Unified	Dr. Maya Angelou Community High	137	0	0	0	0	14	0	0	0	151	1617
19647330124487	Los Angeles	Los Angeles Unified	Public Service Community at Diego Rivera Learning	75	0	0	0	0	2	0	0	0	77	1617
19647330124495	Los Angeles	Los Angeles Unified	Communication and Technology at Diego Rivera Learn	98	0	0	0	0	0	0	0	0	98	1617
19647330124503	Los Angeles	Los Angeles Unified	Diego Rivera Learning Complex Green Design STEAM A	64	0	0	0	0	4	0	0	0	68	1617
19647330124511	Los Angeles	Los Angeles Unified	Performing Arts Community at Diego Rivera Learning	63	0	0	0	0	8	0	0	0	71	1617
19647330124529	Los Angeles	Los Angeles Unified	Rancho Dominguez Preparatory	75	1	3	5	10	52	3	1	0	150	1617
19647330124560	Los Angeles	Los Angeles Unified	Synergy Quantum Academy	161	0	0	0	0	5	0	0	0	166	1617
19647330124883	Los Angeles	Los Angeles Unified	Animo College Preparatory Academy	73	1	0	0	0	12	0	0	0	86	1617
19647330124891	Los Angeles	Los Angeles Unified	Alliance Renee and Meyer Luskin Academy High	88	0	0	0	0	19	0	0	0	107	1617
19647330124933	Los Angeles	Los Angeles Unified	PUC Early College Academy for Leaders and Scholars	96	1	3	0	2	0	0	0	0	102	1617
19647330125864	Los Angeles	Los Angeles Unified	Ednovate - USC Hybrid High	61	1	3	0	7	23	1	1	0	97	1617
19647330125989	Los Angeles	Los Angeles Unified	STEM Academy at Bernstein High	99	0	5	0	12	3	2	0	0	121	1617
19647330126136	Los Angeles	Los Angeles Unified	Math and Science College Preparatory	76	2	1	0	2	13	0	0	0	94	1617
19647330126474	Los Angeles	Los Angeles Unified	Hilda L. Solis Learning Academy School of Technolo	46	0	0	0	0	0	2	0	0	48	1617
19647330126482	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High A Critical Design and Gam	87	0	0	0	0	18	0	0	0	105	1617
19647330126490	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High B Community Health Advoca	92	0	0	0	0	14	1	1	0	108	1617
19647330126508	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High C Responsible Indigenous	76	0	0	0	0	28	1	0	0	105	1617
19647330126516	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High A Huntington Park Ins	134	0	0	0	0	0	0	0	0	134	1617
19647330126524	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High B LIBRA Academy	139	0	0	0	0	0	2	0	0	141	1617
19647330126532	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High C School of Social Ju	103	0	0	0	0	1	1	0	0	105	1617
19647330126540	Los Angeles	Los Angeles Unified	Science, Technology, Engineering, Arts and Mathema	107	0	0	0	0	0	2	0	0	109	1617
19647330126557	Los Angeles	Los Angeles Unified	Visual and Performing Arts at Legacy High School C	78	0	0	0	0	0	0	0	0	78	1617
19647330126573	Los Angeles	Los Angeles Unified	Academy for Multilingual Arts and Science at Mervy	94	0	0	0	0	22	2	0	0	118	1617
19647330126615	Los Angeles	Los Angeles Unified	Academies of Education and Empowerment at Carson H	66	0	1	8	23	33	5	0	0	136	1617
19647330126623	Los Angeles	Los Angeles Unified	Academy of Medical Arts at Carson High	40	0	4	3	50	6	3	0	0	106	1617
19647330127787	Los Angeles	Los Angeles Unified	Humanities and Arts (HARTS) Academy of Los Angeles	50	0	1	6	3	22	9	1	0	92	1617
19647330127795	Los Angeles	Los Angeles Unified	Contreras Learning Center-School of Social Justice	83	0	0	0	2	1	0	0	0	86	1617
19647330127803	Los Angeles	Los Angeles Unified	Early College Academy-LA Trade Tech College	85	0	0	0	0	2	0	0	0	87	1617
19647330127852	Los Angeles	Los Angeles Unified	Executive Preparatory Academy of Finance	11	0	0	0	0	20	0	0	0	31	1617
19647330127894	Los Angeles	Los Angeles Unified	Valor Academy High	84	0	2	0	2	1	1	0	0	90	1617
19647330127910	Los Angeles	Los Angeles Unified	Camino Nuevo High #2	106	0	0	0	3	0	0	0	0	109	1617
19647330129536	Los Angeles	Los Angeles Unified	Boyle Heights STEM High	14	0	0	0	0	0	0	0	0	14	1617
19647330129627	Los Angeles	Los Angeles Unified	TEACH Tech Charter High	8	1	0	0	0	9	0	0	0	18	1617
19647330129775	Los Angeles	Los Angeles Unified	Banning Academies of Creative and Innovative Scien	125	0	0	1	1	2	3	1	0	133	1617
19647330130997	Los Angeles	Los Angeles Unified	Sylmar Biotech Health Academy	66	0	1	0	1	5	1	0	0	74	1617
19647330133272	Los Angeles	Los Angeles Unified	PUC Triumph Charter Academy and PUC Triumph Charte	80	0	0	0	0	2	0	0	0	82	1617
19647330133298	Los Angeles	Los Angeles Unified	PUC CALS Middle School and Early College High	46	0	0	0	2	0	1	0	2	51	1617
19647331930064	Los Angeles	Los Angeles Unified	William Tell Aggeler Opportunity High	5	0	0	0	0	1	0	0	0	6	1617
19647331930296	Los Angeles	Los Angeles Unified	Harris Newmark Continuation	59	0	1	0	1	2	1	0	0	64	1617
19647331930387	Los Angeles	Los Angeles Unified	Central High	98	0	2	1	0	8	1	0	0	110	1617
19647331930403	Los Angeles	Los Angeles Unified	Whitney Young Continuation	4	0	0	0	0	7	0	0	0	11	1617
19647331930429	Los Angeles	Los Angeles Unified	View Park Continuation	12	0	0	0	0	7	1	2	0	22	1617
19647331930486	Los Angeles	Los Angeles Unified	Moneta Continuation	3	0	1	0	1	0	0	0	0	5	1617
19647331930551	Los Angeles	Los Angeles Unified	San Antonio Continuation	36	0	0	0	0	1	0	0	0	37	1617
19647331930577	Los Angeles	Los Angeles Unified	Pueblo de Los Angeles Continuation	17	0	0	0	0	0	0	0	0	17	1617
19647331930619	Los Angeles	Los Angeles Unified	Harold McAlister High (Opportunity)	16	0	0	0	0	4	0	0	0	20	1617
19647331930650	Los Angeles	Los Angeles Unified	Phineas Banning Senior High	274	1	0	5	5	5	2	1	0	293	1617
19647331930692	Los Angeles	Los Angeles Unified	Thomas Riley High	32	0	0	0	0	5	0	0	0	37	1617
19647331930734	Los Angeles	Los Angeles Unified	Angel's Gate (Continuation)	16	1	0	0	0	1	3	0	0	21	1617
19647331930783	Los Angeles	Los Angeles Unified	Phoenix Continuation	17	0	2	0	0	3	1	0	0	23	1617
19647331930791	Los Angeles	Los Angeles Unified	Mt. Lukens Continuation	2	0	0	0	0	0	2	0	0	4	1617
19647331930866	Los Angeles	Los Angeles Unified	Bell Senior High	516	0	1	0	0	2	14	0	0	533	1617
19647331930924	Los Angeles	Los Angeles Unified	Belmont Senior High	140	1	3	0	4	6	4	3	0	161	1617
19647331930940	Los Angeles	Los Angeles Unified	John R. Wooden High	18	0	0	1	0	0	1	0	0	20	1617
